finding_window,subgroup,trajectory_window,observed_claims,expected_claims,q_hat,is_finding_window,thin_occupancy_window
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2022-Q1,20,6.19,3.23,False,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2022-Q2,7,8.68,0.807,False,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2022-Q3,21,4.45,4.721,False,True
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2022-Q4,19,3.88,4.896,False,True
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2023-Q1,28,9.68,2.892,False,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2023-Q2,183,9.85,18.57,True,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2023-Q3,93,10.05,9.253,False,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2023-Q4,78,8.24,9.464,False,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2024-Q1,113,14.06,8.035,False,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2024-Q2,127,12.6,10.078,False,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2024-Q3,110,17.29,6.362,False,False
2023-Q2,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['Middle Atlantic', 'New England', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Other Perils - Inland Flood (IF)', 'Severe Storm - Hail (HL)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Storm Surge (SU)', 'Tropical Cyclone - Wind (TC)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2024-Q4,108,12.99,8.311,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2022-Q1,0,4.07,0.0,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2022-Q2,24,5.7,4.211,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2022-Q3,3,2.92,1.027,False,True
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2022-Q4,1,2.55,0.392,False,True
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q1,10,6.36,1.573,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q2,118,6.47,18.23,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q3,154,6.6,23.327,True,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2023-Q4,64,5.41,11.823,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q1,108,9.24,11.692,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q2,99,8.28,11.96,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q3,104,11.36,9.158,False,False
2023-Q3,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Other (NC-O)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)', 'Tropical Cyclone - Storm Surge (SU)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2', 'P6']; syndicate=[1618.0]",2024-Q4,51,8.54,5.975,False,False
2023-Q4,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Mountain', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Other (NC-O)', 'Non-catastrophe - Weather (NC-W)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2022-Q1,18,4.71,3.823,False,False
2023-Q4,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Mountain', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Other (NC-O)', 'Non-catastrophe - Weather (NC-W)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2022-Q2,9,6.6,1.364,False,False
2023-Q4,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Mountain', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Other (NC-O)', 'Non-catastrophe - Weather (NC-W)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2022-Q3,8,3.38,2.366,False,True
2023-Q4,"group_class=['COMMERCIAL NA OPEN MARKET']; leader_status=['FOLLOW']; loss_census_division=['East North Central', 'East South Central', 'Mountain', 'New England', 'Pacific', 'South Atlantic', 'West North Central', 'West South Central']; new_renewal=['New']; peril_type=['Non-catastrophe - Fire (NC-F)', 'Non-catastrophe - Other (NC-O)', 'Non-catastrophe - Weather (NC-W)', 'Severe Storm - Tornado (TD)', 'Severe Storm - Winter Storm (WS)', 'Tropical Cyclone - Precipitation Flood (PF)']; placing_basis_group=['OPEN MARKET - DIRECT', 'OPEN MARKET - FACULTATIVE REINSURANCE']; risk_code=['P2']; syndicate=[1618.0]",2022-Q4,9,2.95,3.05,False,True
